Time[date hh:mm:ss], Elapsed Time [hh:mm:ss:ms], Normalized s 1 , Normalized s 2 , Normalized s 3 , S 0 [mW], S 1 [mW], S 2 [mW], S 3 [mW], Azimuth[°] , Ellipticity[°] , DOP[%] , DOCP[%] , DOLP[%] , Power[mW] , Pol Power[mW] , Unpol Power[mW] , Power[dBm] , Pol Power[dBm] , Unpol Power[dBm] , Power-Split-Ratio , Phase Difference[°] ,
49:02.7,0.00:07:18:107,-0.94,-0.15,-0.31,0.0251,-0.01434,-0.002229,-0.004763,-85.58,-9.09,60.85,18.98,57.82,0.0251,0.01527,0.009825,-16.004,-18.161,-20.077,0.03,-115.08,
49:02.8,0.00:07:18:154,-0.94,-0.15,-0.31,0.02509,-0.01434,-0.002219,-0.004764,-85.6,-9.09,60.85,18.99,57.81,0.02509,0.01527,0.009822,-16.005,-18.162,-20.078,0.03,-114.97,
49:02.8,0.00:07:18:185,-0.94,-0.15,-0.31,0.02508,-0.01433,-0.002218,-0.004767,-85.6,-9.1,60.86,19.01,57.81,0.02508,0.01526,0.009817,-16.006,-18.163,-20.08,0.03,-114.95,
49:02.8,0.00:07:18:218,-0.94,-0.14,-0.31,0.02509,-0.01434,-0.00221,-0.004766,-85.62,-9.09,60.87,19,57.83,0.02509,0.01527,0.009815,-16.006,-18.162,-20.081,0.03,-114.88,
49:02.9,0.00:07:18:249,-0.94,-0.14,-0.31,0.02508,-0.01433,-0.002206,-0.004769,-85.62,-9.1,60.87,19.02,57.82,0.02508,0.01526,0.009813,-16.007,-18.163,-20.082,0.03,-114.83,
49:02.9,0.00:07:18:280,-0.94,-0.14,-0.31,0.02507,-0.01433,-0.002202,-0.004775,-85.63,-9.12,60.87,19.05,57.82,0.02507,0.01526,0.009808,-16.009,-18.165,-20.084,0.03,-114.76,
49:02.9,0.00:07:18:311,-0.94,-0.14,-0.31,0.02506,-0.01432,-0.002193,-0.004777,-85.65,-9.13,60.87,19.06,57.81,0.02506,0.01525,0.009804,-16.01,-18.166,-20.086,0.03,-114.66,
49:03.0,0.00:07:18:343,-0.94,-0.14,-0.31,0.02506,-0.01432,-0.002177,-0.004775,-85.68,-9.12,60.87,19.06,57.81,0.02506,0.01525,0.009803,-16.011,-18.167,-20.086,0.03,-114.51,
49:03.0,0.00:07:18:374,-0.94,-0.14,-0.31,0.02505,-0.01432,-0.002181,-0.004775,-85.67,-9.12,60.89,19.06,57.83,0.02505,0.01525,0.009796,-16.012,-18.166,-20.089,0.03,-114.55,
49:03.1,0.00:07:18:421,-0.94,-0.14,-0.31,0.02504,-0.01432,-0.002168,-0.004778,-85.7,-9.13,60.9,19.08,57.84,0.02504,0.01525,0.009791,-16.013,-18.167,-20.092,0.03,-114.41,
49:03.1,0.00:07:18:452,-0.94,-0.14,-0.31,0.02503,-0.01432,-0.002163,-0.004778,-85.7,-9.13,60.9,19.09,57.84,0.02503,0.01525,0.009787,-16.015,-18.168,-20.094,0.03,-114.35,
49:03.1,0.00:07:18:483,-0.94,-0.14,-0.31,0.02502,-0.01431,-0.002161,-0.004778,-85.71,-9.14,60.91,19.1,57.84,0.02502,0.01524,0.009782,-16.017,-18.17,-20.096,0.03,-114.34,
49:03.1,0.00:07:18:515,-0.94,-0.14,-0.31,0.02502,-0.01431,-0.002161,-0.004776,-85.71,-9.13,60.91,19.09,57.84,0.02502,0.01524,0.009778,-16.018,-18.171,-20.097,0.03,-114.34,
49:03.2,0.00:07:18:546,-0.94,-0.14,-0.31,0.02499,-0.01429,-0.002153,-0.004779,-85.71,-9.15,60.9,19.12,57.82,0.02499,0.01522,0.009772,-16.022,-18.176,-20.1,0.03,-114.25,
49:03.2,0.00:07:18:577,-0.94,-0.14,-0.31,0.02499,-0.0143,-0.002145,-0.004776,-85.73,-9.14,60.93,19.11,57.86,0.02499,0.01523,0.009763,-16.022,-18.174,-20.104,0.03,-114.19,
49:03.2,0.00:07:18:608,-0.94,-0.14,-0.31,0.02498,-0.01427,-0.002148,-0.004767,-85.72,-9.14,60.85,19.08,57.78,0.02498,0.0152,0.009781,-16.024,-18.181,-20.096,0.03,-114.26,
49:03.3,0.00:07:18:655,-0.94,-0.14,-0.31,0.02495,-0.01419,-0.002174,-0.00473,-85.65,-9.12,60.58,18.95,57.54,0.02495,0.01512,0.009836,-16.029,-18.205,-20.072,0.03,-114.69,
49:03.3,0.00:07:18:686,-0.94,-0.15,-0.32,0.02488,-0.01416,-0.002234,-0.004761,-85.52,-9.19,60.71,19.14,57.62,0.02488,0.0151,0.009774,-16.042,-18.209,-20.099,0.03,-115.14,
49:03.3,0.00:07:18:718,-0.94,-0.15,-0.31,0.02494,-0.01436,-0.002259,-0.004742,-85.53,-9.03,61.32,19.02,58.3,0.02494,0.01529,0.009644,-16.032,-18.156,-20.157,0.03,-115.47,
49:03.4,0.00:07:18:749,-0.94,-0.14,-0.3,0.0248,-0.01449,-0.002186,-0.004588,-85.71,-8.69,61.91,18.5,59.08,0.0248,0.01535,0.009446,-16.056,-18.138,-20.248,0.03,-115.47,
49:03.4,0.00:07:18:780,-0.94,-0.14,-0.3,0.02473,-0.01409,-0.002162,-0.00455,-85.64,-8.85,60.5,18.4,57.64,0.02473,0.01496,0.009767,-16.068,-18.251,-20.103,0.03,-115.42,
49:03.4,0.00:07:18:811,-0.94,-0.15,-0.32,0.02509,-0.01399,-0.002202,-0.004822,-85.53,-9.4,59.63,19.22,56.45,0.02509,0.01496,0.01013,-16.006,-18.251,-19.945,0.03,-114.55,
49:03.5,0.00:07:18:858,-0.93,-0.14,-0.33,0.02525,-0.01402,-0.002083,-0.004972,-85.78,-9.66,59.5,19.69,56.15,0.02525,0.01502,0.01022,-15.978,-18.233,-19.904,0.03,-112.73,
49:03.5,0.00:07:18:889,-0.94,-0.13,-0.33,0.0251,-0.01413,-0.001918,-0.004975,-86.14,-9.61,60.18,19.82,56.82,0.0251,0.01511,0.009996,-16.003,-18.208,-20.002,0.03,-111.08,
49:03.6,0.00:07:18:921,-0.94,-0.13,-0.31,0.02477,-0.01442,-0.001985,-0.004711,-86.08,-8.97,61.79,19.02,58.79,0.02477,0.0153,0.009463,-16.061,-18.152,-20.24,0.03,-112.85,
49:03.6,0.00:07:18:952,-0.95,-0.14,-0.29,0.02434,-0.01451,-0.002176,-0.004472,-85.74,-8.47,63.04,18.38,60.3,0.02434,0.01534,0.008995,-16.137,-18.141,-20.46,0.03,-115.95,
49:03.6,0.00:07:18:983,-0.95,-0.15,-0.29,0.02413,-0.0146,-0.002324,-0.004463,-85.48,-8.4,63.99,18.49,61.26,0.02413,0.01544,0.00869,-16.174,-18.112,-20.61,0.03,-117.51,
49:03.6,0.00:07:19:014,-0.95,-0.14,-0.29,0.02402,-0.01462,-0.00224,-0.004474,-85.65,-8.41,64.35,18.63,61.6,0.02402,0.01546,0.00856,-16.195,-18.109,-20.675,0.03,-116.59,
49:03.7,0.00:07:19:046,-0.95,-0.16,-0.28,0.02407,-0.0148,-0.002482,-0.004417,-85.24,-8.2,64.98,18.35,62.33,0.02407,0.01564,0.008431,-16.185,-18.057,-20.741,0.03,-119.34,
49:03.7,0.00:07:19:093,-0.95,-0.19,-0.26,0.02437,-0.01517,-0.003003,-0.004198,-84.4,-7.59,65.78,17.23,63.48,0.02437,0.01603,0.008339,-16.132,-17.951,-20.789,0.03,-125.58,
49:03.8,0.00:07:19:125,-0.95,-0.19,-0.26,0.02458,-0.01461,-0.002877,-0.004085,-84.43,-7.67,62.79,16.62,60.55,0.02458,0.01544,0.009148,-16.093,-18.114,-20.387,0.03,-125.16,
49:03.8,0.00:07:19:156,-0.94,-0.17,-0.29,0.02459,-0.01521,-0.002831,-0.004771,-84.73,-8.57,65.84,19.4,62.92,0.02459,0.01619,0.008399,-16.092,-17.907,-20.758,0.03,-120.69,
49:03.8,0.00:07:19:188,-0.94,-0.17,-0.28,0.02304,-0.01458,-0.002697,-0.004286,-84.76,-8.06,66.98,18.6,64.34,0.02304,0.01543,0.007608,-16.375,-18.116,-21.187,0.03,-122.18,
49:03.8,0.00:07:19:219,-0.94,-0.2,-0.26,0.02359,-0.01379,-0.002866,-0.003851,-84.13,-7.64,61.89,16.32,59.7,0.02359,0.0146,0.008991,-16.272,-18.355,-20.462,0.03,-126.66,
49:03.9,0.00:07:19:250,-0.95,-0.18,-0.27,0.02515,-0.01407,-0.002674,-0.004004,-84.62,-7.81,59.12,15.92,56.94,0.02515,0.01487,0.01028,-15.995,-18.278,-19.88,0.03,-123.74,
49:03.9,0.00:07:19:281,-0.95,-0.16,-0.28,0.02535,-0.01433,-0.002433,-0.004174,-85.18,-8.01,59.66,16.47,57.34,0.02535,0.01512,0.01023,-15.96,-18.204,-19.903,0.03,-120.24,
49:04.0,0.00:07:19:328,-0.95,-0.14,-0.28,0.02499,-0.01462,-0.002216,-0.004341,-85.69,-8.18,61.7,17.37,59.2,0.02499,0.01542,0.009571,-16.023,-18.121,-20.191,0.03,-117.05,
49:04.0,0.00:07:19:359,-0.94,-0.17,-0.29,0.02348,-0.01432,-0.002648,-0.004361,-84.76,-8.34,64.74,18.58,62.01,0.02348,0.0152,0.008279,-16.294,-18.182,-20.82,0.03,-121.27,
49:04.0,0.00:07:19:391,-0.93,-0.23,-0.29,0.02335,-0.01405,-0.003453,-0.004402,-83.1,-8.46,64.74,18.85,61.94,0.02335,0.01512,0.008235,-16.316,-18.204,-20.844,0.04,-128.11,
49:04.1,0.00:07:19:422,-0.93,-0.23,-0.29,0.02338,-0.01439,-0.003615,-0.00445,-82.95,-8.35,66.25,19.03,63.46,0.02338,0.01549,0.007889,-16.312,-18.1,-21.03,0.04,-129.09,
49:04.1,0.00:07:19:453,-0.94,-0.23,-0.26,0.02313,-0.01486,-0.003608,-0.004074,-83.18,-7.46,68.42,17.62,66.11,0.02313,0.01582,0.007304,-16.359,-18.007,-21.365,0.03,-131.53,
49:04.1,0.00:07:19:484,-0.95,-0.22,-0.23,0.02278,-0.01486,-0.003419,-0.003629,-83.52,-6.69,68.81,15.93,66.94,0.02278,0.01567,0.007105,-16.425,-18.048,-21.484,0.03,-133.3,
49:04.1,0.00:07:19:516,-0.95,-0.22,-0.22,0.02247,-0.01457,-0.003338,-0.003412,-83.55,-6.43,68.24,15.18,66.53,0.02247,0.01534,0.007137,-16.483,-18.143,-21.465,0.02,-134.37,
49:04.2,0.00:07:19:563,-0.95,-0.22,-0.23,0.02232,-0.01434,-0.003337,-0.003408,-83.45,-6.52,67.68,15.27,65.93,0.02232,0.01511,0.007216,-16.512,-18.208,-21.417,0.03,-134.4,
49:04.2,0.00:07:19:594,-0.94,-0.23,-0.26,0.02233,-0.01406,-0.003456,-0.003847,-83.1,-7.44,67.11,17.23,64.86,0.02233,0.01498,0.007343,-16.512,-18.244,-21.341,0.03,-131.93,
49:04.3,0.00:07:19:625,-0.93,-0.23,-0.29,0.02262,-0.01383,-0.003477,-0.004344,-82.94,-8.47,65.92,19.21,63.05,0.02262,0.01491,0.007709,-16.456,-18.266,-21.13,0.04,-128.68,
49:04.3,0.00:07:19:656,-0.93,-0.23,-0.29,0.0228,-0.0143,-0.003574,-0.004428,-82.98,-8.36,67.5,19.42,64.64,0.0228,0.01539,0.007411,-16.421,-18.128,-21.301,0.04,-128.91,
49:04.3,0.00:07:19:688,-0.94,-0.21,-0.26,0.02276,-0.01434,-0.003171,-0.003982,-83.77,-7.58,66.88,17.5,64.55,0.02276,0.01522,0.007536,-16.429,-18.175,-21.228,0.03,-128.53,
49:04.3,0.00:07:19:719,-0.94,-0.21,-0.27,0.02299,-0.01465,-0.003292,-0.004169,-83.67,-7.76,67.77,18.13,65.3,0.02299,0.01558,0.007411,-16.384,-18.073,-21.301,0.03,-128.3,
49:04.4,0.00:07:19:750,-0.94,-0.22,-0.26,0.02269,-0.01464,-0.003427,-0.004101,-83.41,-7.63,68.67,18.07,66.25,0.02269,0.01558,0.007108,-16.441,-18.074,-21.482,0.03,-129.89,
49:04.4,0.00:07:19:797,-0.94,-0.22,-0.26,0.0223,-0.01454,-0.003458,-0.003968,-83.31,-7.44,69.32,17.79,67,0.0223,0.01546,0.006842,-16.517,-18.108,-21.648,0.03,-131.07,
49:04.5,0.00:07:19:828,-0.94,-0.24,-0.25,0.02183,-0.01456,-0.003788,-0.003884,-82.71,-7.24,71.17,17.79,68.91,0.02183,0.01554,0.006292,-16.61,-18.087,-22.012,0.03,-134.28,
49:04.5,0.00:07:19:859,-0.94,-0.24,-0.25,0.02155,-0.0144,-0.003673,-0.003757,-82.85,-7.09,71.15,17.44,68.98,0.02155,0.01533,0.006217,-16.666,-18.144,-22.064,0.03,-134.35,
49:04.5,0.00:07:19:891,-0.94,-0.24,-0.25,0.02155,-0.01407,-0.003572,-0.003793,-82.88,-7.32,69.63,17.6,67.37,0.02155,0.015,0.006545,-16.666,-18.238,-21.841,0.03,-133.28,
49:04.6,0.00:07:19:922,-0.94,-0.24,-0.26,0.0217,-0.01395,-0.003564,-0.003884,-82.83,-7.55,68.72,17.9,66.35,0.0217,0.01491,0.006786,-16.636,-18.265,-21.684,0.03,-132.54,
49:04.6,0.00:07:19:953,-0.93,-0.25,-0.26,0.02191,-0.0139,-0.003792,-0.003806,-82.37,-7.4,67.99,17.37,65.73,0.02191,0.0149,0.007016,-16.593,-18.268,-21.539,0.03,-134.89,
49:04.6,0.00:07:20:000,-0.94,-0.25,-0.25,0.02155,-0.01397,-0.003757,-0.003702,-82.47,-7.18,69.29,17.18,67.12,0.02155,0.01493,0.006619,-16.665,-18.259,-21.792,0.03,-135.42,
49:04.7,0.00:07:20:031,-0.94,-0.26,-0.22,0.02074,-0.01434,-0.003903,-0.003384,-82.39,-6.42,73.48,16.32,71.64,0.02074,0.01524,0.005501,-16.832,-18.17,-22.596,0.03,-139.07,
49:04.7,0.00:07:20:062,-0.94,-0.27,-0.22,0.01984,-0.0143,-0.004127,-0.003293,-81.95,-6.24,76.84,16.6,75.02,0.01984,0.01525,0.004596,-17.024,-18.168,-23.376,0.03,-141.41,
49:04.7,0.00:07:20:094,-0.94,-0.28,-0.2,0.01945,-0.0142,-0.004263,-0.003077,-81.65,-5.86,77.83,15.82,76.21,0.01945,0.01514,0.004312,-17.11,-18.198,-23.653,0.03,-144.17,
49:04.8,0.00:07:20:125,-0.94,-0.28,-0.2,0.01938,-0.01416,-0.004186,-0.003067,-81.77,-5.87,77.85,15.83,76.22,0.01938,0.01508,0.004293,-17.127,-18.215,-23.672,0.03,-143.77,
49:04.8,0.00:07:20:156,-0.94,-0.28,-0.2,0.01936,-0.01415,-0.004173,-0.003069,-81.78,-5.88,77.81,15.85,76.18,0.01936,0.01506,0.004295,-17.131,-18.221,-23.671,0.03,-143.67,
49:04.8,0.00:07:20:187,-0.94,-0.28,-0.2,0.01938,-0.01418,-0.004158,-0.003088,-81.83,-5.9,77.88,15.93,76.23,0.01938,0.0151,0.004289,-17.125,-18.211,-23.677,0.03,-143.41,
49:04.9,0.00:07:20:234,-0.94,-0.28,-0.21,0.01937,-0.01415,-0.004166,-0.003091,-81.8,-5.92,77.82,15.96,76.17,0.01937,0.01507,0.004296,-17.129,-18.218,-23.669,0.03,-143.43,
49:04.9,0.00:07:20:266,-0.94,-0.27,-0.21,0.01939,-0.01417,-0.004142,-0.003099,-81.86,-5.93,77.83,15.99,76.17,0.01939,0.01509,0.004299,-17.125,-18.213,-23.667,0.03,-143.19,
49:04.9,0.00:07:20:297,-0.94,-0.28,-0.21,0.01938,-0.01416,-0.004159,-0.003103,-81.81,-5.94,77.8,16.01,76.14,0.01938,0.01508,0.004301,-17.127,-18.216,-23.664,0.03,-143.28,
49:05.0,0.00:07:20:328,-0.94,-0.27,-0.21,0.01938,-0.01416,-0.00413,-0.003112,-81.87,-5.96,77.79,16.06,76.11,0.01938,0.01508,0.004306,-17.126,-18.217,-23.659,0.03,-143,
49:05.0,0.00:07:20:359,-0.94,-0.28,-0.21,0.01939,-0.01416,-0.00415,-0.003116,-81.83,-5.96,77.8,16.07,76.12,0.01939,0.01508,0.004305,-17.124,-18.215,-23.661,0.03,-143.1,
49:05.0,0.00:07:20:391,-0.94,-0.27,-0.21,0.01939,-0.01416,-0.004119,-0.003117,-81.89,-5.97,77.74,16.07,76.06,0.01939,0.01507,0.004317,-17.124,-18.218,-23.648,0.03,-142.88,
49:05.1,0.00:07:20:437,-0.94,-0.27,-0.21,0.01941,-0.01419,-0.004137,-0.00312,-81.87,-5.96,77.82,16.08,76.14,0.01941,0.0151,0.004306,-17.12,-18.21,-23.66,0.03,-142.97,
49:05.1,0.00:07:20:469,-0.94,-0.27,-0.21,0.01939,-0.01416,-0.004116,-0.003125,-81.89,-5.98,77.72,16.12,76.03,0.01939,0.01507,0.00432,-17.124,-18.219,-23.645,0.03,-142.8,
49:05.1,0.00:07:20:500,-0.94,-0.27,-0.21,0.01941,-0.01418,-0.004141,-0.003126,-81.86,-5.97,77.79,16.11,76.11,0.01941,0.0151,0.00431,-17.12,-18.211,-23.655,0.03,-142.95,
49:05.2,0.00:07:20:531,-0.94,-0.27,-0.21,0.01939,-0.01415,-0.004126,-0.003126,-81.87,-5.98,77.71,16.12,76.02,0.01939,0.01507,0.004322,-17.123,-18.218,-23.643,0.03,-142.85,
49:05.2,0.00:07:20:562,-0.94,-0.27,-0.21,0.01941,-0.01418,-0.004132,-0.003132,-81.87,-5.99,77.76,16.13,76.07,0.01941,0.01509,0.004317,-17.119,-18.212,-23.648,0.03,-142.84,
49:05.2,0.00:07:20:594,-0.94,-0.27,-0.21,0.01941,-0.01416,-0.004134,-0.003134,-81.86,-6,77.72,16.15,76.02,0.01941,0.01508,0.004324,-17.121,-18.216,-23.641,0.03,-142.83,
49:05.3,0.00:07:20:625,-0.94,-0.27,-0.21,0.01942,-0.01418,-0.004122,-0.003132,-81.89,-5.99,77.72,16.13,76.03,0.01942,0.01509,0.004326,-17.118,-18.212,-23.639,0.03,-142.77,
49:05.3,0.00:07:20:672,-0.94,-0.27,-0.21,0.01941,-0.01416,-0.004138,-0.003131,-81.86,-5.99,77.7,16.13,76,0.01941,0.01508,0.00433,-17.119,-18.215,-23.635,0.03,-142.89,
49:05.3,0.00:07:20:703,-0.94,-0.27,-0.21,0.01943,-0.01418,-0.004121,-0.003134,-81.9,-5.99,77.71,16.13,76.02,0.01943,0.0151,0.004331,-17.116,-18.211,-23.634,0.03,-142.75,
49:05.4,0.00:07:20:734,-0.94,-0.27,-0.21,0.01941,-0.01416,-0.00414,-0.003137,-81.85,-6,77.69,16.16,75.99,0.01941,0.01508,0.004331,-17.12,-18.216,-23.634,0.03,-142.85,
49:05.4,0.00:07:20:765,-0.94,-0.27,-0.21,0.01943,-0.01418,-0.004128,-0.003137,-81.89,-5.99,77.7,16.14,76,0.01943,0.0151,0.004334,-17.115,-18.211,-23.631,0.03,-142.77,
49:05.4,0.00:07:20:797,-0.94,-0.27,-0.21,0.01942,-0.01416,-0.004136,-0.003134,-81.86,-6,77.65,16.14,75.96,0.01942,0.01508,0.00434,-17.117,-18.215,-23.625,0.03,-142.84,
49:05.5,0.00:07:20:828,-0.94,-0.27,-0.21,0.01942,-0.01416,-0.004133,-0.003139,-81.87,-6.01,77.66,16.16,75.96,0.01942,0.01508,0.00434,-17.117,-18.215,-23.625,0.03,-142.79,
49:05.5,0.00:07:20:859,-0.94,-0.27,-0.21,0.01942,-0.01416,-0.004125,-0.00314,-81.88,-6.01,77.63,16.17,75.93,0.01942,0.01508,0.004345,-17.116,-18.216,-23.62,0.03,-142.72,
49:05.5,0.00:07:20:906,-0.94,-0.27,-0.21,0.01943,-0.01417,-0.004126,-0.003143,-81.88,-6.01,77.64,16.17,75.93,0.01943,0.01509,0.004346,-17.115,-18.214,-23.619,0.03,-142.71,
49:05.6,0.00:07:20:937,-0.94,-0.27,-0.21,0.01943,-0.01416,-0.004138,-0.003139,-81.86,-6,77.64,16.15,75.94,0.01943,0.01509,0.004346,-17.115,-18.214,-23.619,0.03,-142.82,
49:05.6,0.00:07:20:969,-0.94,-0.27,-0.21,0.01943,-0.01416,-0.004129,-0.003143,-81.87,-6.01,77.61,16.18,75.91,0.01943,0.01508,0.004349,-17.116,-18.216,-23.616,0.03,-142.72,
49:05.6,0.00:07:21:000,-0.94,-0.27,-0.21,0.01943,-0.01416,-0.004137,-0.003144,-81.86,-6.02,77.62,16.18,75.91,0.01943,0.01508,0.004349,-17.115,-18.215,-23.616,0.03,-142.77,
49:05.7,0.00:07:21:031,-0.94,-0.27,-0.21,0.01944,-0.01416,-0.004127,-0.003144,-81.88,-6.01,77.61,16.17,75.91,0.01944,0.01508,0.004352,-17.114,-18.215,-23.613,0.03,-142.7,
49:05.7,0.00:07:21:062,-0.94,-0.27,-0.21,0.01944,-0.01416,-0.004134,-0.003142,-81.86,-6.01,77.61,16.16,75.91,0.01944,0.01509,0.004352,-17.113,-18.214,-23.613,0.03,-142.77,
49:05.7,0.00:07:21:109,-0.94,-0.27,-0.21,0.01943,-0.01415,-0.00413,-0.003147,-81.87,-6.02,77.59,16.19,75.88,0.01943,0.01508,0.004355,-17.115,-18.217,-23.61,0.03,-142.7,
49:05.8,0.00:07:21:143,-0.94,-0.27,-0.21,0.01944,-0.01416,-0.004138,-0.003146,-81.86,-6.02,77.6,16.18,75.9,0.01944,0.01509,0.004354,-17.113,-18.214,-23.611,0.03,-142.76,
49:05.8,0.00:07:21:162,-0.94,-0.27,-0.21,0.01944,-0.01416,-0.004137,-0.003148,-81.86,-6.03,77.59,16.2,75.88,0.01944,0.01508,0.004356,-17.114,-18.216,-23.609,0.03,-142.72,
49:05.8,0.00:07:21:209,-0.94,-0.27,-0.21,0.01944,-0.01416,-0.004137,-0.003149,-81.85,-6.03,77.59,16.2,75.88,0.01944,0.01508,0.004357,-17.114,-18.216,-23.609,0.03,-142.72,
49:05.9,0.00:07:21:240,-0.94,-0.27,-0.21,0.01944,-0.01416,-0.004138,-0.00315,-81.85,-6.03,77.58,16.2,75.87,0.01944,0.01508,0.004359,-17.113,-18.215,-23.606,0.03,-142.72,
49:05.9,0.00:07:21:272,-0.94,-0.27,-0.21,0.01943,-0.01415,-0.004124,-0.003151,-81.88,-6.03,77.56,16.21,75.84,0.01943,0.01507,0.004362,-17.114,-18.218,-23.604,0.03,-142.62,
49:05.9,0.00:07:21:303,-0.94,-0.27,-0.21,0.01943,-0.01415,-0.004128,-0.003158,-81.87,-6.05,77.56,16.25,75.84,0.01943,0.01507,0.00436,-17.115,-18.218,-23.605,0.03,-142.58,
49:06.0,0.00:07:21:334,-0.94,-0.27,-0.21,0.01944,-0.01416,-0.004139,-0.003158,-81.85,-6.04,77.57,16.24,75.85,0.01944,0.01508,0.004361,-17.112,-18.215,-23.604,0.03,-142.66,
49:06.0,0.00:07:21:368,-0.94,-0.27,-0.21,0.01944,-0.01415,-0.004135,-0.00316,-81.86,-6.05,77.55,16.25,75.83,0.01944,0.01508,0.004364,-17.112,-18.216,-23.601,0.03,-142.61,
49:06.0,0.00:07:21:399,-0.94,-0.27,-0.21,0.01945,-0.01416,-0.004133,-0.003162,-81.86,-6.05,77.56,16.26,75.84,0.01945,0.01509,0.004364,-17.111,-18.214,-23.601,0.03,-142.58,
49:06.1,0.00:07:21:446,-0.94,-0.27,-0.21,0.01945,-0.01416,-0.004135,-0.003163,-81.86,-6.05,77.56,16.26,75.84,0.01945,0.01509,0.004363,-17.111,-18.214,-23.602,0.03,-142.59,
49:06.1,0.00:07:21:477,-0.94,-0.27,-0.21,0.01945,-0.01416,-0.004128,-0.003165,-81.87,-6.06,77.55,16.27,75.82,0.01945,0.01508,0.004366,-17.111,-18.215,-23.599,0.03,-142.52,
49:06.1,0.00:07:21:508,-0.94,-0.27,-0.21,0.01945,-0.01416,-0.004129,-0.003166,-81.87,-6.06,77.55,16.28,75.82,0.01945,0.01508,0.004366,-17.111,-18.215,-23.599,0.03,-142.53,
49:06.2,0.00:07:21:540,-0.94,-0.27,-0.21,0.01945,-0.01415,-0.00413,-0.003172,-81.86,-6.07,77.54,16.31,75.81,0.01945,0.01508,0.004367,-17.112,-18.216,-23.598,0.03,-142.48,
49:06.2,0.00:07:21:572,-0.94,-0.27,-0.21,0.01945,-0.01415,-0.004125,-0.003168,-81.88,-6.06,77.53,16.29,75.8,0.01945,0.01508,0.00437,-17.111,-18.216,-23.595,0.03,-142.47,
49:06.2,0.00:07:21:603,-0.94,-0.27,-0.21,0.01945,-0.01415,-0.004129,-0.003169,-81.87,-6.07,77.53,16.29,75.8,0.01945,0.01508,0.004371,-17.11,-18.216,-23.594,0.03,-142.49,
49:06.3,0.00:07:21:635,-0.94,-0.27,-0.21,0.01945,-0.01415,-0.004125,-0.00317,-81.87,-6.07,77.52,16.29,75.78,0.01945,0.01508,0.004374,-17.11,-18.216,-23.592,0.03,-142.46,
49:06.3,0.00:07:21:681,-0.94,-0.27,-0.21,0.01945,-0.01415,-0.004122,-0.00317,-81.88,-6.07,77.51,16.29,75.77,0.01945,0.01508,0.004376,-17.11,-18.217,-23.59,0.03,-142.44,
49:06.3,0.00:07:21:713,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.004114,-0.003174,-81.9,-6.07,77.53,16.31,75.79,0.01946,0.01509,0.004373,-17.109,-18.215,-23.593,0.03,-142.35,
49:06.4,0.00:07:21:744,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.004123,-0.003173,-81.88,-6.07,77.52,16.31,75.79,0.01946,0.01508,0.004373,-17.109,-18.215,-23.592,0.03,-142.42,
49:06.4,0.00:07:21:775,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.004125,-0.003178,-81.88,-6.08,77.52,16.33,75.78,0.01946,0.01508,0.004373,-17.11,-18.215,-23.593,0.03,-142.39,
49:06.4,0.00:07:21:806,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.004125,-0.003175,-81.88,-6.07,77.53,16.32,75.79,0.01946,0.01509,0.004373,-17.109,-18.214,-23.592,0.03,-142.41,
49:06.5,0.00:07:21:838,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.004124,-0.003177,-81.88,-6.08,77.54,16.33,75.8,0.01946,0.01509,0.004371,-17.109,-18.214,-23.595,0.03,-142.39,
49:06.5,0.00:07:21:885,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.004119,-0.003181,-81.89,-6.09,77.53,16.35,75.79,0.01946,0.01509,0.004372,-17.109,-18.215,-23.593,0.03,-142.32,
49:06.5,0.00:07:21:916,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.004117,-0.003187,-81.89,-6.1,77.53,16.38,75.78,0.01946,0.01509,0.004372,-17.109,-18.214,-23.594,0.03,-142.26,
49:06.6,0.00:07:21:947,-0.94,-0.27,-0.21,0.01946,-0.01416,-0.00412,-0.003183,-81.89,-6.09,77.54,16.36,75.79,0.01946,0.01509,0.00437,-17.109,-18.214,-23.595,0.03,-142.32,
49:06.6,0.00:07:21:978,-0.94,-0.27,-0.21,0.01946,-0.01417,-0.004123,-0.003186,-81.89,-6.09,77.56,16.37,75.81,0.01946,0.01509,0.004368,-17.108,-18.212,-23.597,0.03,-142.3,
49:06.6,0.00:07:22:010,-0.94,-0.27,-0.21,0.01946,-0.01417,-0.004119,-0.003187,-81.89,-6.1,77.56,16.38,75.81,0.01946,0.01509,0.004368,-17.108,-18.212,-23.597,0.03,-142.27,
49:06.7,0.00:07:22:041,-0.94,-0.27,-0.21,0.01946,-0.01417,-0.004116,-0.003188,-81.9,-6.1,77.55,16.38,75.8,0.01946,0.01509,0.004368,-17.108,-18.212,-23.597,0.03,-142.24,
