Time[date hh:mm:ss], Elapsed Time [hh:mm:ss:ms], Normalized s 1 , Normalized s 2 , Normalized s 3 , S 0 [mW], S 1 [mW], S 2 [mW], S 3 [mW], Azimuth[°] , Ellipticity[°] , DOP[%] , DOCP[%] , DOLP[%] , Power[mW] , Pol Power[mW] , Unpol Power[mW] , Power[dBm] , Pol Power[dBm] , Unpol Power[dBm] , Power-Split-Ratio , Phase Difference[°] ,
47:52.9,0.00:06:08:288,-0.94,-0.13,-0.31,0.02448,-0.01436,-0.001981,-0.004805,-86.07,-9.17,62.4,19.63,59.23,0.02448,0.01528,0.009205,-16.112,-18.16,-20.36,0.03,-112.4,
47:52.9,0.00:06:08:319,-0.94,-0.13,-0.31,0.02447,-0.01436,-0.001969,-0.004804,-86.1,-9.17,62.39,19.63,59.22,0.02447,0.01527,0.009204,-16.113,-18.162,-20.36,0.03,-112.29,
47:53.0,0.00:06:08:366,-0.94,-0.13,-0.31,0.02446,-0.01434,-0.001969,-0.004802,-86.09,-9.18,62.36,19.64,59.19,0.02446,0.01525,0.009205,-16.116,-18.167,-20.36,0.03,-112.3,
47:53.0,0.00:06:08:397,-0.94,-0.13,-0.31,0.02446,-0.01435,-0.001972,-0.004798,-86.09,-9.16,62.39,19.61,59.22,0.02446,0.01526,0.009201,-16.115,-18.164,-20.362,0.03,-112.34,
47:53.1,0.00:06:08:429,-0.94,-0.13,-0.31,0.02446,-0.01435,-0.001972,-0.004797,-86.09,-9.16,62.38,19.61,59.22,0.02446,0.01526,0.0092,-16.116,-18.165,-20.362,0.03,-112.35,
47:53.1,0.00:06:08:460,-0.94,-0.13,-0.31,0.02445,-0.01435,-0.001973,-0.004797,-86.08,-9.16,62.38,19.61,59.21,0.02445,0.01525,0.009201,-16.116,-18.166,-20.362,0.03,-112.36,
47:53.1,0.00:06:08:493,-0.94,-0.13,-0.31,0.02445,-0.01434,-0.001976,-0.004795,-86.08,-9.17,62.36,19.61,59.19,0.02445,0.01525,0.009203,-16.117,-18.168,-20.361,0.03,-112.4,
47:53.2,0.00:06:08:525,-0.94,-0.13,-0.31,0.02444,-0.01433,-0.00197,-0.004792,-86.09,-9.17,62.34,19.61,59.18,0.02444,0.01524,0.009203,-16.119,-18.171,-20.361,0.03,-112.34, Warning
47:53.2,0.00:06:08:556,-0.94,-0.13,-0.31,0.02445,-0.01434,-0.001974,-0.004785,-86.08,-9.14,62.37,19.57,59.22,0.02445,0.01525,0.0092,-16.118,-18.168,-20.362,0.03,-112.42,
47:53.2,0.00:06:08:603,-0.94,-0.13,-0.31,0.02445,-0.01433,-0.00199,-0.004785,-86.05,-9.15,62.35,19.57,59.2,0.02445,0.01524,0.009204,-16.118,-18.169,-20.36,0.03,-112.58,
47:53.3,0.00:06:08:634,-0.94,-0.13,-0.31,0.02445,-0.01434,-0.001982,-0.004782,-86.07,-9.14,62.37,19.56,59.22,0.02445,0.01525,0.009201,-16.117,-18.168,-20.362,0.03,-112.51,
47:53.3,0.00:06:08:666,-0.94,-0.13,-0.31,0.02445,-0.01433,-0.001983,-0.004778,-86.06,-9.14,62.33,19.54,59.19,0.02445,0.01524,0.00921,-16.117,-18.17,-20.357,0.03,-112.54,
47:53.3,0.00:06:08:698,-0.94,-0.13,-0.31,0.02445,-0.01433,-0.00199,-0.004778,-86.05,-9.13,62.34,19.54,59.2,0.02445,0.01524,0.009206,-16.118,-18.17,-20.359,0.03,-112.62,
47:53.4,0.00:06:08:729,-0.94,-0.13,-0.31,0.02445,-0.01434,-0.001987,-0.004774,-86.05,-9.13,62.35,19.53,59.21,0.02445,0.01524,0.009203,-16.118,-18.17,-20.361,0.03,-112.6,
47:53.4,0.00:06:08:761,-0.94,-0.13,-0.31,0.02444,-0.01434,-0.001973,-0.004775,-86.08,-9.13,62.34,19.53,59.2,0.02444,0.01524,0.009206,-16.118,-18.171,-20.359,0.03,-112.45,
47:53.4,0.00:06:08:792,-0.94,-0.13,-0.31,0.02445,-0.01434,-0.001982,-0.00477,-86.07,-9.12,62.35,19.51,59.22,0.02445,0.01525,0.009206,-16.117,-18.169,-20.359,0.03,-112.57,
47:53.5,0.00:06:08:823,-0.94,-0.13,-0.31,0.02444,-0.01433,-0.001969,-0.00477,-86.09,-9.12,62.32,19.51,59.19,0.02444,0.01523,0.009209,-16.119,-18.172,-20.358,0.03,-112.43,
47:53.5,0.00:06:08:870,-0.94,-0.13,-0.31,0.02445,-0.01434,-0.001983,-0.004768,-86.06,-9.11,62.35,19.5,59.22,0.02445,0.01524,0.009205,-16.117,-18.169,-20.36,0.03,-112.58,
47:53.5,0.00:06:08:901,-0.94,-0.13,-0.31,0.02445,-0.01435,-0.001974,-0.004764,-86.08,-9.11,62.36,19.49,59.24,0.02445,0.01525,0.009202,-16.118,-18.169,-20.361,0.03,-112.5,
47:53.6,0.00:06:08:932,-0.94,-0.13,-0.31,0.02444,-0.01434,-0.001971,-0.004767,-86.09,-9.11,62.35,19.5,59.22,0.02444,0.01524,0.009203,-16.119,-18.17,-20.361,0.03,-112.46,
47:53.6,0.00:06:08:964,-0.94,-0.13,-0.31,0.02444,-0.01434,-0.001964,-0.004767,-86.1,-9.11,62.36,19.5,59.23,0.02444,0.01524,0.009201,-16.118,-18.169,-20.361,0.03,-112.39,
47:53.6,0.00:06:08:995,-0.94,-0.13,-0.31,0.02444,-0.01434,-0.001968,-0.00476,-86.09,-9.1,62.36,19.48,59.24,0.02444,0.01524,0.009201,-16.118,-18.17,-20.361,0.03,-112.46,
47:53.7,0.00:06:09:027,-0.94,-0.13,-0.31,0.02444,-0.01435,-0.001968,-0.004762,-86.1,-9.1,62.37,19.48,59.25,0.02444,0.01525,0.009198,-16.118,-18.168,-20.363,0.03,-112.45,
47:53.7,0.00:06:09:060,-0.94,-0.13,-0.31,0.02444,-0.01435,-0.001963,-0.004761,-86.1,-9.1,62.36,19.48,59.24,0.02444,0.01524,0.009199,-16.119,-18.169,-20.362,0.03,-112.4,
47:53.7,0.00:06:09:092,-0.94,-0.13,-0.31,0.02445,-0.01436,-0.001963,-0.00476,-86.11,-9.09,62.39,19.47,59.27,0.02445,0.01525,0.009195,-16.118,-18.167,-20.364,0.03,-112.41,
47:53.8,0.00:06:09:138,-0.94,-0.13,-0.31,0.02444,-0.01435,-0.001965,-0.004758,-86.1,-9.09,62.37,19.47,59.26,0.02444,0.01524,0.009196,-16.119,-18.169,-20.364,0.03,-112.44,
47:53.8,0.00:06:09:170,-0.94,-0.13,-0.31,0.02444,-0.01435,-0.00196,-0.004759,-86.11,-9.1,62.38,19.47,59.26,0.02444,0.01525,0.009196,-16.119,-18.169,-20.364,0.03,-112.38,
47:53.8,0.00:06:09:201,-0.94,-0.13,-0.31,0.02444,-0.01436,-0.001957,-0.00476,-86.12,-9.09,62.39,19.47,59.27,0.02444,0.01525,0.009194,-16.118,-18.167,-20.365,0.03,-112.36,
47:53.9,0.00:06:09:232,-0.94,-0.13,-0.31,0.02444,-0.01435,-0.001952,-0.004755,-86.13,-9.09,62.37,19.45,59.26,0.02444,0.01524,0.009197,-16.119,-18.169,-20.363,0.03,-112.32,
47:53.9,0.00:06:09:263,-0.94,-0.13,-0.31,0.02444,-0.01435,-0.001946,-0.004759,-86.14,-9.09,62.38,19.47,59.26,0.02444,0.01525,0.009194,-16.119,-18.169,-20.365,0.03,-112.24,
47:53.9,0.00:06:09:295,-0.94,-0.13,-0.31,0.02444,-0.01435,-0.001946,-0.004754,-86.14,-9.08,62.38,19.45,59.27,0.02444,0.01525,0.009195,-16.119,-18.169,-20.365,0.03,-112.26,
47:54.0,0.00:06:09:326,-0.94,-0.13,-0.31,0.02444,-0.01436,-0.001949,-0.00476,-86.14,-9.09,62.41,19.47,59.29,0.02444,0.01525,0.009189,-16.118,-18.166,-20.368,0.03,-112.27,
47:54.0,0.00:06:09:373,-0.94,-0.13,-0.31,0.02443,-0.01435,-0.001956,-0.004757,-86.12,-9.09,62.37,19.47,59.26,0.02443,0.01524,0.009193,-16.12,-18.17,-20.365,0.03,-112.35,
47:54.0,0.00:06:09:404,-0.94,-0.13,-0.31,0.02443,-0.01435,-0.001944,-0.004761,-86.14,-9.1,62.39,19.49,59.27,0.02443,0.01524,0.009188,-16.121,-18.169,-20.368,0.03,-112.21,
47:54.1,0.00:06:09:435,-0.94,-0.13,-0.31,0.02443,-0.01435,-0.001953,-0.004757,-86.12,-9.09,62.39,19.47,59.27,0.02443,0.01524,0.00919,-16.12,-18.17,-20.367,0.03,-112.32,
47:54.1,0.00:06:09:466,-0.94,-0.13,-0.31,0.02443,-0.01435,-0.001945,-0.00476,-86.14,-9.1,62.41,19.48,59.29,0.02443,0.01525,0.009183,-16.121,-18.168,-20.37,0.03,-112.23,
47:54.1,0.00:06:09:498,-0.94,-0.13,-0.31,0.02442,-0.01435,-0.001941,-0.004764,-86.15,-9.11,62.41,19.51,59.28,0.02442,0.01524,0.009182,-16.122,-18.17,-20.371,0.03,-112.17,
47:54.2,0.00:06:09:529,-0.94,-0.13,-0.31,0.02443,-0.01436,-0.001947,-0.004763,-86.14,-9.1,62.43,19.5,59.31,0.02443,0.01525,0.009176,-16.121,-18.167,-20.373,0.03,-112.24,
47:54.2,0.00:06:09:560,-0.94,-0.13,-0.31,0.02442,-0.01435,-0.001947,-0.004764,-86.14,-9.1,62.43,19.51,59.3,0.02442,0.01524,0.009175,-16.122,-18.169,-20.374,0.03,-112.23,
47:54.2,0.00:06:09:607,-0.94,-0.13,-0.31,0.02441,-0.01435,-0.001941,-0.00477,-86.15,-9.12,62.44,19.54,59.3,0.02441,0.01524,0.009171,-16.124,-18.169,-20.376,0.03,-112.15,
47:54.3,0.00:06:09:638,-0.94,-0.13,-0.31,0.02442,-0.01435,-0.001945,-0.004772,-86.14,-9.12,62.46,19.55,59.32,0.02442,0.01525,0.009167,-16.123,-18.167,-20.378,0.03,-112.17,
47:54.3,0.00:06:09:670,-0.94,-0.13,-0.31,0.02441,-0.01435,-0.001944,-0.004772,-86.14,-9.12,62.45,19.55,59.31,0.02441,0.01524,0.009164,-16.125,-18.169,-20.379,0.03,-112.16,
47:54.3,0.00:06:09:701,-0.94,-0.13,-0.31,0.02441,-0.01435,-0.001945,-0.004778,-86.14,-9.13,62.47,19.58,59.33,0.02441,0.01525,0.009159,-16.125,-18.168,-20.381,0.03,-112.15,
47:54.4,0.00:06:09:732,-0.94,-0.13,-0.31,0.0244,-0.01434,-0.001945,-0.004783,-86.14,-9.14,62.48,19.6,59.32,0.0244,0.01524,0.009155,-16.126,-18.169,-20.383,0.03,-112.13,
47:54.4,0.00:06:09:763,-0.94,-0.13,-0.31,0.02441,-0.01435,-0.001963,-0.00478,-86.1,-9.13,62.49,19.58,59.34,0.02441,0.01525,0.009155,-16.125,-18.167,-20.384,0.03,-112.33,
47:54.4,0.00:06:09:795,-0.94,-0.13,-0.31,0.0244,-0.01434,-0.001962,-0.004784,-86.1,-9.15,62.47,19.61,59.31,0.0244,0.01524,0.009155,-16.127,-18.17,-20.383,0.03,-112.3,
47:54.5,0.00:06:09:841,-0.94,-0.13,-0.31,0.0244,-0.01435,-0.001965,-0.00478,-86.1,-9.13,62.48,19.59,59.34,0.0244,0.01525,0.009155,-16.125,-18.168,-20.383,0.03,-112.35,
47:54.5,0.00:06:09:873,-0.94,-0.13,-0.31,0.0244,-0.01434,-0.001976,-0.004784,-86.08,-9.14,62.48,19.6,59.33,0.0244,0.01525,0.009156,-16.125,-18.168,-20.383,0.03,-112.45,
47:54.5,0.00:06:09:904,-0.94,-0.13,-0.31,0.0244,-0.01433,-0.001983,-0.004781,-86.06,-9.14,62.45,19.6,59.29,0.0244,0.01524,0.009163,-16.126,-18.171,-20.38,0.03,-112.52,
47:54.6,0.00:06:09:935,-0.94,-0.13,-0.31,0.02441,-0.01434,-0.002,-0.004779,-86.03,-9.13,62.46,19.58,59.31,0.02441,0.01524,0.009164,-16.125,-18.169,-20.379,0.03,-112.71,
47:54.6,0.00:06:09:966,-0.94,-0.13,-0.31,0.0244,-0.01432,-0.001994,-0.004779,-86.04,-9.14,62.42,19.58,59.26,0.0244,0.01523,0.009172,-16.126,-18.173,-20.376,0.03,-112.65,
47:54.6,0.00:06:09:998,-0.94,-0.13,-0.31,0.02441,-0.01432,-0.002004,-0.004778,-86.02,-9.14,62.4,19.58,59.25,0.02441,0.01523,0.009177,-16.125,-18.173,-20.373,0.03,-112.75,
47:54.7,0.00:06:10:029,-0.94,-0.13,-0.31,0.0244,-0.01431,-0.002005,-0.004777,-86.01,-9.15,62.37,19.58,59.22,0.0244,0.01522,0.009182,-16.126,-18.176,-20.37,0.03,-112.77,
47:54.7,0.00:06:10:077,-0.94,-0.13,-0.31,0.0244,-0.01431,-0.002007,-0.004781,-86.01,-9.15,62.36,19.59,59.2,0.0244,0.01522,0.009187,-16.125,-18.177,-20.368,0.03,-112.77,
47:54.7,0.00:06:10:109,-0.94,-0.13,-0.31,0.02441,-0.01431,-0.002008,-0.004782,-86.01,-9.15,62.36,19.59,59.21,0.02441,0.01522,0.009186,-16.125,-18.175,-20.369,0.03,-112.78,
47:54.8,0.00:06:10:140,-0.94,-0.13,-0.31,0.02441,-0.01431,-0.002014,-0.004783,-85.99,-9.16,62.35,19.6,59.19,0.02441,0.01522,0.00919,-16.125,-18.177,-20.367,0.03,-112.84,
47:54.8,0.00:06:10:171,-0.94,-0.13,-0.31,0.0244,-0.01429,-0.002005,-0.004785,-86.01,-9.17,62.31,19.61,59.14,0.0244,0.0152,0.009196,-16.126,-18.181,-20.364,0.03,-112.73,
47:54.8,0.00:06:10:202,-0.94,-0.13,-0.31,0.02441,-0.0143,-0.002008,-0.004785,-86,-9.17,62.32,19.6,59.16,0.02441,0.01521,0.009196,-16.125,-18.178,-20.364,0.03,-112.77,
47:54.9,0.00:06:10:234,-0.94,-0.13,-0.31,0.02441,-0.0143,-0.002008,-0.004789,-86,-9.18,62.31,19.62,59.14,0.02441,0.01521,0.009199,-16.125,-18.179,-20.363,0.03,-112.75,
47:54.9,0.00:06:10:265,-0.94,-0.13,-0.31,0.02441,-0.01429,-0.002015,-0.004789,-85.99,-9.18,62.3,19.62,59.13,0.02441,0.0152,0.009202,-16.125,-18.18,-20.361,0.03,-112.82,
47:54.9,0.00:06:10:312,-0.94,-0.13,-0.32,0.0244,-0.01427,-0.002017,-0.004799,-85.98,-9.21,62.28,19.67,59.09,0.0244,0.01519,0.009204,-16.126,-18.183,-20.36,0.03,-112.8,
47:55.0,0.00:06:10:343,-0.94,-0.13,-0.32,0.0244,-0.01428,-0.002013,-0.004797,-85.99,-9.2,62.29,19.66,59.1,0.0244,0.0152,0.009204,-16.125,-18.181,-20.36,0.03,-112.77,
47:55.0,0.00:06:10:374,-0.94,-0.13,-0.32,0.02441,-0.01429,-0.002019,-0.004801,-85.98,-9.2,62.29,19.67,59.11,0.02441,0.01521,0.009205,-16.124,-18.18,-20.36,0.03,-112.81,
47:55.0,0.00:06:10:405,-0.94,-0.13,-0.32,0.0244,-0.01428,-0.002008,-0.004805,-86,-9.22,62.28,19.69,59.09,0.0244,0.0152,0.009205,-16.125,-18.182,-20.36,0.03,-112.68,
47:55.1,0.00:06:10:437,-0.94,-0.13,-0.32,0.0244,-0.01427,-0.002009,-0.004806,-85.99,-9.22,62.26,19.69,59.07,0.0244,0.01519,0.00921,-16.125,-18.183,-20.358,0.03,-112.69,
47:55.1,0.00:06:10:468,-0.94,-0.13,-0.32,0.02441,-0.01428,-0.002001,-0.004806,-86.01,-9.22,62.27,19.69,59.07,0.02441,0.0152,0.009212,-16.124,-18.181,-20.356,0.03,-112.61,
47:55.1,0.00:06:10:499,-0.94,-0.13,-0.32,0.02441,-0.01427,-0.001996,-0.004807,-86.02,-9.23,62.23,19.7,59.03,0.02441,0.01519,0.009218,-16.125,-18.185,-20.354,0.03,-112.55,
47:55.2,0.00:06:10:546,-0.94,-0.13,-0.32,0.02441,-0.01427,-0.001998,-0.004812,-86.01,-9.23,62.23,19.71,59.03,0.02441,0.01519,0.009218,-16.125,-18.184,-20.354,0.03,-112.55,
47:55.2,0.00:06:10:577,-0.94,-0.13,-0.32,0.02441,-0.01427,-0.001986,-0.004817,-86.04,-9.24,62.24,19.73,59.03,0.02441,0.01519,0.009218,-16.124,-18.184,-20.354,0.03,-112.41,
47:55.2,0.00:06:10:608,-0.94,-0.13,-0.32,0.02441,-0.01427,-0.00199,-0.004818,-86.03,-9.25,62.23,19.74,59.01,0.02441,0.01519,0.009221,-16.124,-18.184,-20.352,0.03,-112.44,
47:55.3,0.00:06:10:640,-0.94,-0.13,-0.32,0.02442,-0.01427,-0.001986,-0.004822,-86.04,-9.25,62.23,19.75,59.01,0.02442,0.01519,0.009222,-16.123,-18.183,-20.352,0.03,-112.39,
47:55.3,0.00:06:10:671,-0.94,-0.13,-0.32,0.02442,-0.01427,-0.001998,-0.004825,-86.02,-9.25,62.23,19.76,59.01,0.02442,0.0152,0.009225,-16.122,-18.182,-20.35,0.03,-112.5,
47:55.3,0.00:06:10:702,-0.94,-0.13,-0.32,0.02442,-0.01426,-0.001994,-0.004832,-86.02,-9.27,62.21,19.79,58.98,0.02442,0.01519,0.009227,-16.123,-18.184,-20.349,0.03,-112.43,
47:55.4,0.00:06:10:749,-0.94,-0.13,-0.32,0.02443,-0.01427,-0.001988,-0.004831,-86.03,-9.27,62.21,19.78,58.98,0.02443,0.01519,0.009231,-16.122,-18.183,-20.347,0.03,-112.37,
47:55.4,0.00:06:10:780,-0.94,-0.13,-0.32,0.02444,-0.01427,-0.001993,-0.004831,-86.03,-9.27,62.19,19.77,58.97,0.02444,0.0152,0.009238,-16.12,-18.182,-20.344,0.03,-112.42,
47:55.4,0.00:06:10:812,-0.94,-0.13,-0.32,0.02444,-0.01427,-0.001984,-0.004833,-86.04,-9.27,62.18,19.78,58.96,0.02444,0.0152,0.009242,-16.119,-18.182,-20.342,0.03,-112.32,
47:55.5,0.00:06:10:843,-0.94,-0.13,-0.32,0.02445,-0.01428,-0.001987,-0.004836,-86.04,-9.27,62.19,19.78,58.97,0.02445,0.01521,0.009243,-16.118,-18.18,-20.342,0.03,-112.34,
47:55.5,0.00:06:10:874,-0.94,-0.13,-0.32,0.02445,-0.01426,-0.00199,-0.004837,-86.03,-9.28,62.15,19.79,58.92,0.02445,0.01519,0.009252,-16.118,-18.183,-20.338,0.03,-112.36,
47:55.5,0.00:06:10:905,-0.94,-0.13,-0.32,0.02446,-0.01428,-0.001985,-0.004836,-86.04,-9.27,62.17,19.77,58.95,0.02446,0.01521,0.009252,-16.115,-18.179,-20.338,0.03,-112.32,
47:55.6,0.00:06:10:952,-0.94,-0.13,-0.32,0.02446,-0.01428,-0.001987,-0.004839,-86.04,-9.28,62.17,19.78,58.94,0.02446,0.01521,0.009253,-16.115,-18.18,-20.337,0.03,-112.32,
47:55.6,0.00:06:10:983,-0.94,-0.13,-0.32,0.02447,-0.01428,-0.001998,-0.004835,-86.02,-9.27,62.16,19.76,58.93,0.02447,0.01521,0.009259,-16.114,-18.179,-20.335,0.03,-112.45,
47:55.6,0.00:06:11:017,-0.94,-0.13,-0.32,0.02447,-0.01428,-0.001986,-0.004837,-86.04,-9.27,62.15,19.77,58.92,0.02447,0.01521,0.00926,-16.114,-18.18,-20.334,0.03,-112.32,
47:55.7,0.00:06:11:052,-0.94,-0.13,-0.32,0.02447,-0.01429,-0.002002,-0.004833,-86.01,-9.26,62.16,19.75,58.94,0.02447,0.01521,0.009262,-16.113,-18.178,-20.333,0.03,-112.49,
47:55.7,0.00:06:11:083,-0.94,-0.13,-0.32,0.02448,-0.0143,-0.001991,-0.004836,-86.04,-9.26,62.19,19.75,58.96,0.02448,0.01522,0.009256,-16.112,-18.175,-20.336,0.03,-112.38,
47:55.7,0.00:06:11:115,-0.94,-0.13,-0.32,0.02448,-0.0143,-0.001997,-0.004836,-86.02,-9.26,62.19,19.76,58.97,0.02448,0.01523,0.009255,-16.112,-18.174,-20.336,0.03,-112.44,
47:55.8,0.00:06:11:146,-0.94,-0.13,-0.32,0.02448,-0.0143,-0.001996,-0.004835,-86.03,-9.25,62.22,19.75,59,0.02448,0.01523,0.009248,-16.112,-18.173,-20.339,0.03,-112.44,
47:55.8,0.00:06:11:177,-0.94,-0.13,-0.32,0.02448,-0.01431,-0.002002,-0.004836,-86.02,-9.25,62.26,19.76,59.04,0.02448,0.01524,0.009238,-16.112,-18.17,-20.344,0.03,-112.49,
47:55.8,0.00:06:11:208,-0.94,-0.13,-0.32,0.02447,-0.01432,-0.001996,-0.004838,-86.03,-9.25,62.29,19.77,59.07,0.02447,0.01525,0.009229,-16.113,-18.169,-20.348,0.03,-112.42,
47:55.9,0.00:06:11:242,-0.94,-0.13,-0.32,0.02447,-0.01432,-0.001998,-0.004833,-86.03,-9.24,62.32,19.75,59.11,0.02447,0.01525,0.00922,-16.114,-18.168,-20.353,0.03,-112.46,
47:55.9,0.00:06:11:289,-0.94,-0.13,-0.32,0.02446,-0.01433,-0.001991,-0.004832,-86.05,-9.23,62.38,19.76,59.17,0.02446,0.01526,0.009203,-16.115,-18.165,-20.361,0.03,-112.39,
47:55.9,0.00:06:11:314,-0.94,-0.13,-0.32,0.02446,-0.01435,-0.001993,-0.004834,-86.05,-9.23,62.44,19.76,59.23,0.02446,0.01527,0.009188,-16.115,-18.161,-20.368,0.03,-112.41,
47:56.0,0.00:06:11:345,-0.94,-0.13,-0.32,0.02445,-0.01436,-0.001996,-0.004837,-86.04,-9.23,62.49,19.78,59.28,0.02445,0.01528,0.009172,-16.117,-18.158,-20.376,0.03,-112.43,
47:56.0,0.00:06:11:382,-0.94,-0.13,-0.32,0.02444,-0.01436,-0.002008,-0.00483,-86.02,-9.21,62.52,19.76,59.32,0.02444,0.01528,0.009162,-16.118,-18.158,-20.38,0.03,-112.58,
47:56.0,0.00:06:11:412,-0.94,-0.13,-0.32,0.02444,-0.01438,-0.001998,-0.004829,-86.04,-9.2,62.58,19.75,59.38,0.02444,0.0153,0.009147,-16.118,-18.154,-20.387,0.03,-112.48,
47:56.1,0.00:06:11:451,-0.94,-0.13,-0.32,0.02443,-0.01437,-0.001999,-0.00483,-86.04,-9.21,62.59,19.77,59.39,0.02443,0.01529,0.009141,-16.12,-18.155,-20.39,0.03,-112.48,
47:56.1,0.00:06:11:482,-0.94,-0.13,-0.32,0.02443,-0.01438,-0.001989,-0.004825,-86.06,-9.19,62.63,19.75,59.43,0.02443,0.0153,0.00913,-16.121,-18.154,-20.395,0.03,-112.4,
47:56.2,0.00:06:11:513,-0.94,-0.13,-0.32,0.02443,-0.01438,-0.001993,-0.004822,-86.06,-9.18,62.64,19.74,59.45,0.02443,0.0153,0.009126,-16.121,-18.153,-20.397,0.03,-112.45,
47:56.2,0.00:06:11:546,-0.94,-0.13,-0.32,0.02442,-0.01439,-0.001986,-0.004822,-86.07,-9.18,62.66,19.74,59.46,0.02442,0.0153,0.009121,-16.122,-18.152,-20.4,0.03,-112.39,
47:56.2,0.00:06:11:583,-0.94,-0.13,-0.31,0.02442,-0.01439,-0.00198,-0.00482,-86.08,-9.18,62.67,19.73,59.49,0.02442,0.01531,0.009116,-16.122,-18.151,-20.402,0.03,-112.33,
47:56.2,0.00:06:11:613,-0.94,-0.13,-0.32,0.02442,-0.01438,-0.001981,-0.00482,-86.08,-9.18,62.66,19.74,59.47,0.02442,0.0153,0.009118,-16.123,-18.154,-20.401,0.03,-112.35,
47:56.3,0.00:06:11:651,-0.94,-0.13,-0.32,0.02442,-0.01438,-0.001978,-0.004821,-86.09,-9.18,62.66,19.75,59.47,0.02442,0.0153,0.009117,-16.123,-18.153,-20.401,0.03,-112.3,
47:56.3,0.00:06:11:684,-0.94,-0.13,-0.32,0.02441,-0.01438,-0.001977,-0.004819,-86.09,-9.18,62.65,19.74,59.46,0.02441,0.0153,0.009118,-16.124,-18.154,-20.401,0.03,-112.31,
47:56.3,0.00:06:11:715,-0.94,-0.13,-0.31,0.02442,-0.0144,-0.001966,-0.004823,-86.11,-9.18,62.7,19.75,59.51,0.02442,0.01531,0.009109,-16.123,-18.15,-20.405,0.03,-112.18,
47:56.4,0.00:06:11:754,-0.94,-0.13,-0.32,0.02441,-0.01439,-0.00196,-0.004824,-86.12,-9.19,62.68,19.76,59.49,0.02441,0.0153,0.00911,-16.123,-18.152,-20.405,0.03,-112.11,
47:56.4,0.00:06:11:787,-0.94,-0.13,-0.32,0.02441,-0.01438,-0.001954,-0.004825,-86.13,-9.19,62.67,19.77,59.47,0.02441,0.0153,0.009111,-16.125,-18.154,-20.404,0.03,-112.05,
47:56.4,0.00:06:11:818,-0.94,-0.13,-0.32,0.02441,-0.01439,-0.001959,-0.004826,-86.12,-9.19,62.69,19.77,59.49,0.02441,0.0153,0.009108,-16.124,-18.152,-20.406,0.03,-112.09,
47:56.5,0.00:06:11:849,-0.94,-0.13,-0.32,0.02442,-0.0144,-0.001951,-0.004825,-86.14,-9.18,62.71,19.76,59.52,0.02442,0.01531,0.009106,-16.123,-18.149,-20.407,0.03,-112.02,
47:56.5,0.00:06:11:880,-0.94,-0.13,-0.32,0.02441,-0.01439,-0.001933,-0.00483,-86.17,-9.2,62.69,19.79,59.49,0.02441,0.0153,0.009106,-16.125,-18.152,-20.407,0.03,-111.81,
47:56.6,0.00:06:11:927,-0.94,-0.13,-0.32,0.02441,-0.01439,-0.001942,-0.004829,-86.16,-9.2,62.68,19.78,59.47,0.02441,0.0153,0.009111,-16.124,-18.153,-20.404,0.03,-111.91,
47:56.6,0.00:06:11:958,-0.94,-0.13,-0.32,0.02442,-0.01439,-0.001939,-0.004832,-86.16,-9.2,62.68,19.79,59.48,0.02442,0.01531,0.009111,-16.123,-18.151,-20.404,0.03,-111.86,
48:33.9,0.00:06:49:263,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.00212,-0.004763,-85.73,-9.23,61.29,19.41,58.13,0.02453,0.01504,0.009498,-16.102,-18.229,-20.224,0.03,-113.99,
48:33.9,0.00:06:49:294,-0.94,-0.14,-0.32,0.02453,-0.01409,-0.002119,-0.004769,-85.73,-9.25,61.26,19.44,58.1,0.02453,0.01503,0.009502,-16.103,-18.231,-20.222,0.03,-113.95,
48:34.0,0.00:06:49:325,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.002121,-0.004767,-85.72,-9.25,61.27,19.43,58.11,0.02453,0.01503,0.0095,-16.103,-18.23,-20.223,0.03,-113.98,
48:34.0,0.00:06:49:356,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.002124,-0.00477,-85.72,-9.25,61.28,19.45,58.11,0.02453,0.01503,0.009499,-16.103,-18.23,-20.223,0.03,-114,
48:34.0,0.00:06:49:388,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.002134,-0.004777,-85.7,-9.26,61.31,19.47,58.14,0.02453,0.01504,0.009491,-16.103,-18.227,-20.227,0.03,-114.07,
48:34.1,0.00:06:49:419,-0.94,-0.14,-0.32,0.02454,-0.01411,-0.002133,-0.00478,-85.7,-9.26,61.32,19.48,58.15,0.02454,0.01505,0.009489,-16.102,-18.226,-20.228,0.03,-114.04,
48:34.1,0.00:06:49:450,-0.94,-0.14,-0.32,0.02454,-0.01411,-0.002132,-0.004782,-85.71,-9.26,61.35,19.49,58.17,0.02454,0.01505,0.009485,-16.102,-18.224,-20.23,0.03,-114.03,
48:34.1,0.00:06:49:497,-0.94,-0.14,-0.32,0.02454,-0.01411,-0.002144,-0.004788,-85.68,-9.27,61.34,19.51,58.15,0.02454,0.01505,0.009486,-16.102,-18.224,-20.229,0.03,-114.13,
