power 1 (W),time (seconds since jan 1 1975),power 2 (W),time (seconds since jan 1 1975),,,
2.12E-05,1750367203,3.49E-05,1750367203,-2.44E-01,,
2.12E-05,1750367203,3.49E-05,1750367203,-2.44E-01,,
2.12E-05,1750367203,3.49E-05,1750367203,-2.44E-01,,
2.12E-05,1750367203,3.48E-05,1750367204,-2.43E-01,,
2.12E-05,1750367204,3.48E-05,1750367204,-2.43E-01,,
2.12E-05,1750367204,3.48E-05,1750367204,-2.43E-01,,
2.12E-05,1750367204,3.48E-05,1750367204,-2.43E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.49E-05,1750367204,-2.46E-01,,
2.11E-05,1750367204,3.49E-05,1750367204,-2.46E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367204,-2.45E-01,,
2.11E-05,1750367204,3.48E-05,1750367205,-2.45E-01,,
2.10E-05,1750367205,3.48E-05,1750367205,-2.47E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.11E-05,1750367205,3.48E-05,1750367205,-2.45E-01,,
2.12E-05,1750367205,3.49E-05,1750367206,-2.44E-01,,
2.12E-05,1750367206,3.49E-05,1750367206,-2.44E-01,,
2.12E-05,1750367206,3.49E-05,1750367206,-2.44E-01,,
2.12E-05,1750367206,3.48E-05,1750367206,-2.43E-01,,
2.12E-05,1750367206,3.48E-05,1750367206,-2.43E-01,,
2.12E-05,1750367206,3.48E-05,1750367206,-2.43E-01,,
2.12E-05,1750367206,3.48E-05,1750367206,-2.43E-01,,
2.12E-05,1750367206,3.48E-05,1750367206,-2.43E-01,,
2.12E-05,1750367206,3.48E-05,1750367206,-2.43E-01,,
2.12E-05,1750367206,3.48E-05,1750367206,-2.43E-01,,
2.11E-05,1750367206,3.48E-05,1750367206,-2.45E-01,,
2.11E-05,1750367206,3.48E-05,1750367206,-2.45E-01,,
2.11E-05,1750367206,3.48E-05,1750367206,-2.45E-01,,
2.11E-05,1750367206,3.48E-05,1750367206,-2.45E-01,,
2.11E-05,1750367207,3.48E-05,1750367206,-2.45E-01,,
2.11E-05,1750367207,3.48E-05,1750367207,-2.45E-01,,
2.11E-05,1750367207,3.48E-05,1750367207,-2.45E-01,,
2.11E-05,1750367207,3.48E-05,1750367207,-2.45E-01,,
2.11E-05,1750367207,3.47E-05,1750367207,-2.44E-01,,
2.11E-05,1750367207,3.47E-05,1750367207,-2.44E-01,,
2.11E-05,1750367207,3.47E-05,1750367207,-2.44E-01,,
2.11E-05,1750367207,3.47E-05,1750367207,-2.44E-01,,
2.11E-05,1750367207,3.47E-05,1750367207,-2.44E-01,,
2.12E-05,1750367207,3.47E-05,1750367207,-2.42E-01,,
2.11E-05,1750367207,3.47E-05,1750367207,-2.44E-01,,
2.11E-05,1750367207,3.46E-05,1750367207,-2.42E-01,,
2.11E-05,1750367207,3.46E-05,1750367207,-2.42E-01,,
2.12E-05,1750367207,3.46E-05,1750367207,-2.40E-01,,
2.12E-05,1750367207,3.47E-05,1750367207,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367207,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367208,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367209,3.47E-05,1750367208,-2.42E-01,,
2.12E-05,1750367209,3.47E-05,1750367208,-2.42E-01,,
2.11E-05,1750367209,3.47E-05,1750367209,-2.44E-01,,
2.11E-05,1750367209,3.47E-05,1750367209,-2.44E-01,,
2.11E-05,1750367209,3.47E-05,1750367209,-2.44E-01,,
2.11E-05,1750367209,3.48E-05,1750367209,-2.45E-01,,
2.11E-05,1750367209,3.48E-05,1750367209,-2.45E-01,,
2.11E-05,1750367209,3.48E-05,1750367209,-2.45E-01,,
2.12E-05,1750367209,3.48E-05,1750367209,-2.43E-01,,
2.12E-05,1750367209,3.48E-05,1750367209,-2.43E-01,,
2.12E-05,1750367209,3.48E-05,1750367209,-2.43E-01,,
2.12E-05,1750367209,3.48E-05,1750367209,-2.43E-01,,
2.12E-05,1750367209,3.48E-05,1750367209,-2.43E-01,,
2.11E-05,1750367209,3.48E-05,1750367209,-2.45E-01,,
2.11E-05,1750367209,3.48E-05,1750367209,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367209,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367209,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367210,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367210,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367211,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367211,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367212,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367212,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367212,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367212,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367212,-2.45E-01,,
2.11E-05,1750367212,3.48E-05,1750367212,-2.45E-01,,
2.11E-05,1750367212,3.49E-05,1750367212,-2.46E-01,,
2.11E-05,1750367212,3.49E-05,1750367212,-2.46E-01,,
2.11E-05,1750367212,3.49E-05,1750367212,-2.46E-01,,
2.10E-05,1750367212,3.49E-05,1750367212,-2.49E-01,,
2.10E-05,1750367212,3.49E-05,1750367212,-2.49E-01,,
2.10E-05,1750367212,3.49E-05,1750367212,-2.49E-01,,
2.10E-05,1750367212,3.49E-05,1750367212,-2.49E-01,,
2.10E-05,1750367213,3.49E-05,1750367212,-2.49E-01,,
2.10E-05,1750367213,3.49E-05,1750367212,-2.49E-01,,
2.11E-05,1750367213,3.49E-05,1750367213,-2.46E-01,,
2.11E-05,1750367213,3.49E-05,1750367213,-2.46E-01,,
2.11E-05,1750367213,3.49E-05,1750367213,-2.46E-01,,
2.11E-05,1750367213,3.48E-05,1750367213,-2.45E-01,,
2.11E-05,1750367213,3.48E-05,1750367213,-2.45E-01,,
2.11E-05,1750367213,3.48E-05,1750367213,-2.45E-01,,
2.11E-05,1750367213,3.48E-05,1750367213,-2.45E-01,,
2.11E-05,1750367213,3.48E-05,1750367213,-2.45E-01,,
2.10E-05,1750367213,3.48E-05,1750367213,-2.47E-01,,
2.10E-05,1750367213,3.48E-05,1750367213,-2.47E-01,,
2.10E-05,1750367213,3.48E-05,1750367213,-2.47E-01,,
2.10E-05,1750367213,3.48E-05,1750367213,-2.47E-01,,
2.10E-05,1750367213,3.48E-05,1750367213,-2.47E-01,,
2.10E-05,1750367214,3.48E-05,1750367213,-2.47E-01,,
2.10E-05,1750367214,3.48E-05,1750367214,-2.47E-01,,
2.10E-05,1750367214,3.48E-05,1750367214,-2.47E-01,,
2.10E-05,1750367214,3.48E-05,1750367214,-2.47E-01,,
2.10E-05,1750367214,3.48E-05,1750367214,-2.47E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.48E-05,1750367214,-2.47E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367214,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367214,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367215,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367215,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367216,3.49E-05,1750367216,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.50E-05,1750367217,-2.50E-01,,
2.10E-05,1750367217,3.50E-05,1750367217,-2.50E-01,,
2.10E-05,1750367217,3.50E-05,1750367217,-2.50E-01,,
2.09E-05,1750367217,3.50E-05,1750367217,-2.52E-01,,
2.10E-05,1750367217,3.50E-05,1750367217,-2.50E-01,,
2.10E-05,1750367217,3.50E-05,1750367217,-2.50E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367217,3.49E-05,1750367217,-2.49E-01,,
2.10E-05,1750367218,3.49E-05,1750367218,-2.49E-01,,
2.10E-05,1750367218,3.49E-05,1750367218,-2.49E-01,,
2.10E-05,1750367218,3.49E-05,1750367218,-2.49E-01,,
2.10E-05,1750367218,3.49E-05,1750367218,-2.49E-01,,
2.10E-05,1750367218,3.49E-05,1750367218,-2.49E-01,,
2.10E-05,1750367218,3.50E-05,1750367218,-2.50E-01,,
2.09E-05,1750367218,3.50E-05,1750367218,-2.52E-01,,
2.09E-05,1750367218,3.50E-05,1750367218,-2.52E-01,,
2.09E-05,1750367218,3.50E-05,1750367218,-2.52E-01,,
2.09E-05,1750367218,3.51E-05,1750367218,-2.54E-01,,
2.09E-05,1750367218,3.51E-05,1750367218,-2.54E-01,,
2.09E-05,1750367218,3.51E-05,1750367218,-2.54E-01,,
2.09E-05,1750367218,3.51E-05,1750367218,-2.54E-01,,
2.09E-05,1750367218,3.51E-05,1750367218,-2.54E-01,,
2.09E-05,1750367218,3.51E-05,1750367218,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.51E-05,1750367219,-2.54E-01,,
2.09E-05,1750367219,3.50E-05,1750367219,-2.52E-01,,
2.09E-05,1750367219,3.50E-05,1750367219,-2.52E-01,,
2.10E-05,1750367219,3.50E-05,1750367219,-2.50E-01,,
2.10E-05,1750367219,3.50E-05,1750367220,-2.50E-01,,
2.10E-05,1750367219,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.10E-05,1750367220,3.49E-05,1750367220,-2.49E-01,,
2.09E-05,1750367220,3.50E-05,1750367220,-2.52E-01,,
2.09E-05,1750367220,3.50E-05,1750367220,-2.52E-01,,
2.09E-05,1750367220,3.50E-05,1750367220,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367221,3.50E-05,1750367221,-2.52E-01,,
2.09E-05,1750367222,3.50E-05,1750367222,-2.52E-01,,
2.09E-05,1750367222,3.50E-05,1750367222,-2.52E-01,,
2.09E-05,1750367222,3.50E-05,1750367222,-2.52E-01,,
2.09E-05,1750367222,3.50E-05,1750367222,-2.52E-01,,
2.09E-05,1750367222,3.50E-05,1750367222,-2.52E-01,,
2.09E-05,1750367222,3.50E-05,1750367222,-2.52E-01,,
2.10E-05,1750367222,3.50E-05,1750367222,-2.50E-01,,
2.10E-05,1750367222,3.49E-05,1750367222,-2.49E-01,,
2.10E-05,1750367222,3.50E-05,1750367222,-2.50E-01,,
2.10E-05,1750367222,3.49E-05,1750367222,-2.49E-01,,
2.10E-05,1750367222,3.50E-05,1750367222,-2.50E-01,,
2.10E-05,1750367222,3.50E-05,1750367222,-2.50E-01,,
2.10E-05,1750367222,3.50E-05,1750367222,-2.50E-01,,
2.10E-05,1750367222,3.50E-05,1750367222,-2.50E-01,,
2.10E-05,1750367222,3.50E-05,1750367222,-2.50E-01,,
2.10E-05,1750367223,3.50E-05,1750367223,-2.50E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.09E-05,1750367223,3.50E-05,1750367223,-2.52E-01,,
2.10E-05,1750367223,3.50E-05,1750367223,-2.50E-01,,
2.10E-05,1750367223,3.50E-05,1750367223,-2.50E-01,,
2.10E-05,1750367223,3.50E-05,1750367223,-2.50E-01,,
2.10E-05,1750367223,3.50E-05,1750367223,-2.50E-01,,
2.10E-05,1750367223,3.50E-05,1750367223,-2.50E-01,,
2.10E-05,1750367223,3.50E-05,1750367224,-2.50E-01,,
2.09E-05,1750367224,3.50E-05,1750367224,-2.52E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.49E-05,1750367224,-2.49E-01,,
2.10E-05,1750367224,3.49E-05,1750367224,-2.49E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367224,-2.50E-01,,
2.10E-05,1750367224,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.50E-05,1750367225,-2.50E-01,,
2.10E-05,1750367225,3.49E-05,1750367225,-2.49E-01,,
2.10E-05,1750367225,3.49E-05,1750367225,-2.49E-01,,
2.10E-05,1750367225,3.49E-05,1750367226,-2.49E-01,,
2.10E-05,1750367225,3.49E-05,1750367226,-2.49E-01,,
2.10E-05,1750367225,3.49E-05,1750367226,-2.49E-01,,
2.10E-05,1750367226,3.49E-05,1750367226,-2.49E-01,,
2.10E-05,1750367226,3.48E-05,1750367226,-2.47E-01,,
2.11E-05,1750367226,3.48E-05,1750367226,-2.45E-01,,
2.11E-05,1750367226,3.48E-05,1750367226,-2.45E-01,,
2.11E-05,1750367226,3.47E-05,1750367226,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367226,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367226,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367226,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367226,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367226,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367226,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367227,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367227,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367227,-2.44E-01,,
2.11E-05,1750367226,3.47E-05,1750367227,-2.44E-01,,
2.11E-05,1750367227,3.47E-05,1750367227,-2.44E-01,,
2.11E-05,1750367227,3.47E-05,1750367227,-2.44E-01,,
2.11E-05,1750367227,3.47E-05,1750367227,-2.44E-01,,
2.12E-05,1750367227,3.47E-05,1750367227,-2.42E-01,,
2.11E-05,1750367227,3.48E-05,1750367227,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367227,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367227,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367227,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367227,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367227,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367227,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367227,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367228,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367228,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367228,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367228,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367228,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367228,3.48E-05,1750367228,-2.45E-01,,
2.11E-05,1750367228,3.49E-05,1750367228,-2.46E-01,,
2.11E-05,1750367228,3.49E-05,1750367228,-2.46E-01,,
