Trial 1power 1 (W),time (seconds since jan 1 1975),Trial 1power 2 (W),Sdifference
2.12E-05,1750366600,3.45E-05,-2.39E-01
2.12E-05,1750366600,3.45E-05,-2.39E-01
2.12E-05,1750366600,3.45E-05,-2.39E-01
2.12E-05,1750366600,3.45E-05,-2.39E-01
2.12E-05,1750366600,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.46E-05,-2.40E-01
2.12E-05,1750366601,3.47E-05,-2.42E-01
2.12E-05,1750366601,3.47E-05,-2.42E-01
2.12E-05,1750366601,3.47E-05,-2.42E-01
2.12E-05,1750366601,3.47E-05,-2.42E-01
2.12E-05,1750366601,3.47E-05,-2.42E-01
2.11E-05,1750366601,3.47E-05,-2.44E-01
2.11E-05,1750366601,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.12E-05,1750366602,3.47E-05,-2.42E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.11E-05,1750366602,3.47E-05,-2.44E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366603,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.46E-05,-2.45E-01
2.10E-05,1750366604,3.46E-05,-2.45E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366604,3.47E-05,-2.46E-01
2.10E-05,1750366605,3.47E-05,-2.46E-01
2.10E-05,1750366605,3.47E-05,-2.46E-01
2.10E-05,1750366605,3.47E-05,-2.46E-01
2.11E-05,1750366605,3.47E-05,-2.44E-01
2.11E-05,1750366605,3.47E-05,-2.44E-01
2.11E-05,1750366605,3.47E-05,-2.44E-01
2.11E-05,1750366605,3.47E-05,-2.44E-01
2.11E-05,1750366605,3.47E-05,-2.44E-01
2.11E-05,1750366605,3.47E-05,-2.44E-01
2.11E-05,1750366605,3.47E-05,-2.44E-01
2.10E-05,1750366605,3.47E-05,-2.46E-01
2.10E-05,1750366605,3.48E-05,-2.47E-01
2.10E-05,1750366605,3.48E-05,-2.47E-01
2.10E-05,1750366605,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366606,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366607,3.48E-05,-2.47E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366607,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.48E-05,-2.47E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.48E-05,-2.47E-01
2.10E-05,1750366608,3.48E-05,-2.47E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.49E-05,-2.49E-01
2.10E-05,1750366608,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.11E-05,1750366609,3.48E-05,-2.45E-01
2.11E-05,1750366609,3.48E-05,-2.45E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366609,3.48E-05,-2.47E-01
2.10E-05,1750366610,3.48E-05,-2.47E-01
2.10E-05,1750366610,3.48E-05,-2.47E-01
2.10E-05,1750366610,3.48E-05,-2.47E-01
2.10E-05,1750366610,3.48E-05,-2.47E-01
2.10E-05,1750366610,3.48E-05,-2.47E-01
2.10E-05,1750366610,3.48E-05,-2.47E-01
2.11E-05,1750366610,3.48E-05,-2.45E-01
2.11E-05,1750366610,3.48E-05,-2.45E-01
2.11E-05,1750366610,3.48E-05,-2.45E-01
2.11E-05,1750366610,3.48E-05,-2.45E-01
2.11E-05,1750366610,3.48E-05,-2.45E-01
2.11E-05,1750366610,3.48E-05,-2.45E-01
2.11E-05,1750366610,3.47E-05,-2.44E-01
2.11E-05,1750366610,3.47E-05,-2.44E-01
2.11E-05,1750366610,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366611,3.47E-05,-2.44E-01
2.11E-05,1750366612,3.47E-05,-2.44E-01
2.11E-05,1750366612,3.47E-05,-2.44E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366612,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366613,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.46E-05,-2.42E-01
2.11E-05,1750366614,3.47E-05,-2.44E-01
2.10E-05,1750366615,3.47E-05,-2.46E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.47E-05,-2.44E-01
2.11E-05,1750366615,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.11E-05,1750366616,3.48E-05,-2.45E-01
2.12E-05,1750366616,3.47E-05,-2.42E-01
2.12E-05,1750366616,3.47E-05,-2.42E-01
2.12E-05,1750366616,3.47E-05,-2.42E-01
2.12E-05,1750366616,3.47E-05,-2.42E-01
2.12E-05,1750366616,3.46E-05,-2.40E-01
2.12E-05,1750366616,3.46E-05,-2.40E-01
2.12E-05,1750366617,3.46E-05,-2.40E-01
2.12E-05,1750366617,3.46E-05,-2.40E-01
2.11E-05,1750366617,3.46E-05,-2.42E-01
2.11E-05,1750366617,3.46E-05,-2.42E-01
2.11E-05,1750366617,3.46E-05,-2.42E-01
2.11E-05,1750366617,3.46E-05,-2.42E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366617,3.47E-05,-2.44E-01
2.11E-05,1750366618,3.47E-05,-2.44E-01
2.11E-05,1750366618,3.47E-05,-2.44E-01
2.11E-05,1750366618,3.47E-05,-2.44E-01
2.11E-05,1750366618,3.47E-05,-2.44E-01
2.11E-05,1750366618,3.47E-05,-2.44E-01
2.11E-05,1750366618,3.47E-05,-2.44E-01
2.11E-05,1750366618,3.46E-05,-2.42E-01
2.11E-05,1750366618,3.46E-05,-2.42E-01
2.11E-05,1750366618,3.46E-05,-2.42E-01
2.11E-05,1750366618,3.46E-05,-2.42E-01
2.11E-05,1750366618,3.46E-05,-2.42E-01
2.11E-05,1750366618,3.46E-05,-2.42E-01
2.10E-05,1750366618,3.46E-05,-2.45E-01
2.10E-05,1750366618,3.46E-05,-2.45E-01
2.10E-05,1750366618,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.10E-05,1750366619,3.46E-05,-2.45E-01
2.11E-05,1750366619,3.46E-05,-2.42E-01
2.11E-05,1750366619,3.46E-05,-2.42E-01
2.11E-05,1750366619,3.47E-05,-2.44E-01
2.11E-05,1750366619,3.47E-05,-2.44E-01
2.11E-05,1750366619,3.47E-05,-2.44E-01
2.11E-05,1750366619,3.47E-05,-2.44E-01
2.11E-05,1750366620,3.47E-05,-2.44E-01
2.11E-05,1750366620,3.47E-05,-2.44E-01
2.11E-05,1750366620,3.47E-05,-2.44E-01
2.11E-05,1750366620,3.47E-05,-2.44E-01
2.11E-05,1750366620,3.48E-05,-2.45E-01
2.11E-05,1750366620,3.47E-05,-2.44E-01
2.12E-05,1750366620,3.47E-05,-2.42E-01
2.12E-05,1750366620,3.47E-05,-2.42E-01
2.12E-05,1750366620,3.47E-05,-2.42E-01
2.12E-05,1750366620,3.47E-05,-2.42E-01
2.12E-05,1750366620,3.47E-05,-2.42E-01
2.12E-05,1750366620,3.46E-05,-2.40E-01
2.12E-05,1750366620,3.46E-05,-2.40E-01
2.12E-05,1750366620,3.46E-05,-2.40E-01
2.12E-05,1750366620,3.46E-05,-2.40E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.46E-05,-2.42E-01
2.11E-05,1750366621,3.45E-05,-2.41E-01
2.11E-05,1750366621,3.45E-05,-2.41E-01
2.11E-05,1750366621,3.45E-05,-2.41E-01
2.11E-05,1750366621,3.45E-05,-2.41E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.45E-05,-2.39E-01
2.12E-05,1750366622,3.45E-05,-2.39E-01
2.12E-05,1750366622,3.45E-05,-2.39E-01
2.12E-05,1750366622,3.45E-05,-2.39E-01
2.12E-05,1750366622,3.45E-05,-2.39E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.46E-05,-2.40E-01
2.12E-05,1750366622,3.47E-05,-2.42E-01
2.11E-05,1750366622,3.47E-05,-2.44E-01
2.11E-05,1750366623,3.47E-05,-2.44E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.12E-05,1750366623,3.47E-05,-2.42E-01
2.13E-05,1750366623,3.46E-05,-2.38E-01
2.13E-05,1750366623,3.46E-05,-2.38E-01
2.13E-05,1750366623,3.46E-05,-2.38E-01
2.13E-05,1750366623,3.46E-05,-2.38E-01
2.13E-05,1750366624,3.46E-05,-2.38E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366624,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.46E-05,-2.38E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366625,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366626,3.45E-05,-2.37E-01
2.13E-05,1750366627,3.45E-05,-2.37E-01
2.13E-05,1750366627,3.45E-05,-2.37E-01
